Message,Category
Don't miss out! Sale ends soon at https://www.myntra.com,Promotional
Your payment of ₹2779 was successful.,Transactional
Visit our store: https://merchant-site.com/receipt for more details,Promotional
"Login successful from new device. If not you, visit https://bluedart.com/track",Transactional
"Login successful from new device. If not you, visit https://cleartrip.com",Transactional
Enjoy 30% off on all products. Shop now at https://flipkart.com/deals,Promotional
You're selected! Redeem your reward at https://iphone14winner.com,Spam
Your booking is confirmed. View details: https://trip.com,Transactional
Thanks for your purchase. View invoice: https://www.myntra.com,Transactional
Your dream vacation awaits! Book at https://cleartrip.com,Promotional
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional
Introducing our new range. Learn more: https://amazon.in/sale,Promotional
"Login successful from new device. If not you, visit https://flipkart.com/deals",Transactional
Urgent: Your account will be blocked. Verify at https://fakewebsite.com,Spam
Find your perfect gift at https://trip.com,Promotional
Invoice for your order is available here: https://bluedart.com/track,Transactional
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
Find your perfect gift at https://bluedart.com/track,Promotional
Your package is waiting. Pay delivery fees at https://netflix-support.com,Spam
Enjoy 30% off on all products. Shop now at https://www.officialstore.com,Promotional
Earn money fast! Start today: https://confirm-payee.click,Spam
"Login successful from new device. If not you, visit https://bluedart.com/track",Transactional
Check out our latest deals at https://www.officialstore.com,Promotional
Exclusive deals available here: https://cleartrip.com,Promotional
Click here to win an iPhone: https://iphone14winner.com,Spam
Exclusive deals available here: https://secure.bankportal.in/login,Promotional
Limited time offer! Visit https://trip.com to grab your discount,Promotional
You've won a prize! Claim now: https://secure-update.cards,Spam
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Your package with tracking ID 445499 has been shipped.,Transactional
Track your shipment here: https://trip.com,Transactional
Track your shipment here: https://secure.bankportal.in/login,Transactional
Upgrade your plan today: https://www.officialstore.com,Promotional
Reset your password now at https://winfreecash.com,Spam
Upgrade your plan today: https://trip.com,Promotional
Confirm your payment details: https://confirm-payee.click,Spam
Don't miss out! Sale ends soon at https://merchant-site.com/receipt,Promotional
Your dream vacation awaits! Book at https://bluedart.com/track,Promotional
Track your shipment here: https://www.officialstore.com,Transactional
Upgrade your plan today: https://www.airtel.in/recharge,Promotional
Don't miss out! Sale ends soon at https://amazon.in/sale,Promotional
Thanks for your purchase. View invoice: https://www.myntra.com,Transactional
Get free recharge. Click here: https://fakewebsite.com,Spam
Upgrade your plan today: https://amazon.in/sale,Promotional
Your package with tracking ID 355201 has been shipped.,Transactional
Check out our latest deals at https://cleartrip.com,Promotional
Invoice for your order is available here: https://www.myntra.com,Transactional
Your OTP is 638770. Do not share it with anyone.,Transactional
"Login successful from new device. If not you, visit https://www.officialstore.com",Transactional
Your dream vacation awaits! Book at https://cleartrip.com,Promotional
You're selected! Redeem your reward at https://fakewebsite.com,Spam
Your booking is confirmed. View details: https://flipkart.com/deals,Transactional
Your OTP is 392498. Do not share it with anyone.,Transactional
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam
Introducing our new range. Learn more: https://cleartrip.com,Promotional
Introducing our new range. Learn more: https://www.myntra.com,Promotional
"Login successful from new device. If not you, visit https://www.myntra.com",Transactional
Invoice for your order is available here: https://www.airtel.in/recharge,Transactional
Reset your password now at https://fakewebsite.com,Spam
Your package with tracking ID 421074 has been shipped.,Transactional
Track your shipment here: https://www.airtel.in/recharge,Transactional
Thanks for your purchase. View invoice: https://merchant-site.com/receipt,Transactional
Enjoy 30% off on all products. Shop now at https://bluedart.com/track,Promotional
Urgent: Your account will be blocked. Verify at https://verify-now.online,Spam
Final notice. Update your info: https://winfreecash.com,Spam
Your package with tracking ID 829940 has been shipped.,Transactional
Exclusive deals available here: https://flipkart.com/deals,Promotional
You've won a prize! Claim now: https://fakewebsite.com,Spam
Limited time offer! Visit https://trip.com to grab your discount,Promotional
Earn money fast! Start today: https://verify-now.online,Spam
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam
Find your perfect gift at https://cleartrip.com,Promotional
Your dream vacation awaits! Book at https://www.airtel.in/recharge,Promotional
Check out our latest deals at https://cleartrip.com,Promotional
You've won a prize! Claim now: https://iphone14winner.com,Spam
Your dream vacation awaits! Book at https://www.myntra.com,Promotional
Exclusive deals available here: https://flipkart.com/deals,Promotional
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional
Track your shipment here: https://amazon.in/sale,Transactional
Earn money fast! Start today: https://winfreecash.com,Spam
Your payment of ₹5785 was successful.,Transactional
Limited time offer! Visit https://merchant-site.com/receipt to grab your discount,Promotional
Upgrade your plan today: https://cleartrip.com,Promotional
You're selected! Redeem your reward at https://verify-now.online,Spam
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional
Your dream vacation awaits! Book at https://www.myntra.com,Promotional
Click here to win an iPhone: https://netflix-support.com,Spam
Don't miss out! Sale ends soon at https://amazon.in/sale,Promotional
Get free recharge. Click here: https://winfreecash.com,Spam
Reset your password now at https://fakewebsite.com,Spam
Find your perfect gift at https://trip.com,Promotional
Don't miss out! Sale ends soon at https://www.myntra.com,Promotional
Upgrade your plan today: https://merchant-site.com/receipt,Promotional
Urgent: Your account will be blocked. Verify at https://winfreecash.com,Spam
Find your perfect gift at https://www.myntra.com,Promotional
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional
Reset your password now at https://verify-now.online,Spam
"Login successful from new device. If not you, visit https://secure.bankportal.in/login",Transactional
Your package with tracking ID 229092 has been shipped.,Transactional
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
You've won a prize! Claim now: https://winfreecash.com,Spam
Track your shipment here: https://www.officialstore.com,Transactional
Check out our latest deals at https://amazon.in/sale,Promotional
Introducing our new range. Learn more: https://amazon.in/sale,Promotional
Your dream vacation awaits! Book at https://merchant-site.com/receipt,Promotional
You've won a prize! Claim now: https://fakewebsite.com,Spam
Earn money fast! Start today: https://winfreecash.com,Spam
Track your shipment here: https://merchant-site.com/receipt,Transactional
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Your package with tracking ID 883729 has been shipped.,Transactional
Confirm your payment details: https://confirm-payee.click,Spam
"Login successful from new device. If not you, visit https://flipkart.com/deals",Transactional
Upgrade your plan today: https://cleartrip.com,Promotional
You've won a prize! Claim now: https://iphone14winner.com,Spam
You have successfully logged into your account.,Transactional
You've won a prize! Claim now: https://verify-now.online,Spam
You're selected! Redeem your reward at https://netflix-support.com,Spam
Visit our store: https://secure.bankportal.in/login for more details,Promotional
You've won a prize! Claim now: https://confirm-payee.click,Spam
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
Your dream vacation awaits! Book at https://www.airtel.in/recharge,Promotional
